sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
WRW4684AD,WRW4684,Penfolds  Bin 707 Cabernet Sauvignon,Red Wine,A purple rim and dense black core.,Cabernet Sauvignon,Australia,South Australia,Coonawarra / McLaren Vale / Barossa Valley / Adelaide Hills,,,Penfolds,Cabernet Sauvignon,Full,High,High,"[""fruit"",""spice"",""herbal"",""earth"",""oak"",""floral""]",Beef|Lamb|Cured Meat|Hard Cheese,0.91,"Penfolds Bin 707 Cabernet Sauvignon is Australia's benchmark Cabernet — a multi-region masterpiece drawing fruit from Coonawarra, McLaren Vale, and the Barossa Valley, aged in new American oak to deliver extraordinary depth, velvety richness, and two decades of cellaring potential.",,26885,validated,1
WRW4687AD,WRW4687,Penfolds  Koonunga Hill Shiraz/Cabernet,Red Wine,Dark plum with a ruby rim,Syrah,Australia,,,,,Penfolds,Syrah,Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb|Cured Meat,0.847,"The palate reflects the nose, with deeper plum and red-fruits, although there is further depth, akin to rhubarb compote. Texturally there is a rolling persistence and a Claret-like grip that is eminently Penfolds. The chocolate like finish is Koonunga Hill through and through, with fine grained tannins.",,695,validated,1
WRW4688AD,WRW4688,Penfolds  Koonunga Hill Shiraz,Red Wine,Deep purple (ม่วงเข้ม),Syrah,Australia,,,,,Penfolds,Syrah,Medium,Medium,Medium,,Beef|Lamb|Spicy Food,0.787,ลองสัมผัส Shiraz จาก Koonunga Hill โดย Penfolds ที่มีรสชาติเข้มข้น,,695,validated,1
WRW4689AD,WRW4689,Penfolds  Koonunga Hill Cabernet Sauvignon,Red Wine,Deep ruby (รูบี้เข้ม),Cabernet Sauvignon,Australia,,,,,Penfolds,Cabernet Sauvignon,Full,Medium,Medium,,Beef|Cured Meat|Barbecue,0.787,ลองสัมผัสรสแคบอร์เนต์จาก Koonunga Hill โดย Penfolds,,695,validated,1
WRW4692AD,WRW4692,Penfolds  Max's Shiraz / Cabernet Sauvignon,Red Wine,"Deep, dark crimson.",Cabernet Sauvignon,Australia,,,,,Penfolds,"Syrah, Cabernet Sauvignon",Full,Medium,Medium,,Beef|Lamb|Hard Cheese,0.847,"<p>Penfolds Max’s Shiraz Cabernet is a tribute to former Chief Winemaker Max Schubert 1948-1975, a legend in Penfolds history. Max’s constant pursuit of excellence paved the way for those who followed in his footsteps and also allowed the status and heritage of Penfolds Winery to grow. A more approachable Penfolds style at release – ideally shelf to glass; save the cellar.</p>",,885,validated,1
WRW4693AD,WRW4693,Penfolds  Max's Cabernet Sauvignon,Red Wine,"Deep, dark crimson",Cabernet Sauvignon,Australia,,,,,Penfolds,Cabernet Sauvignon,Full,Medium,High,,Beef|Lamb|Hard Cheese,0.847,"<p>Penfolds Max’s Cabernet Sauvignon is a tribute to former Chief Winemaker Max Schubert 1948-1975, a legend in Penfolds history. Max’s constant pursuit of excellence paved the way for those who followed in his footsteps and also allowed the status and heritage of Penfolds to grow. Max’s Cabernet Sauvignon displays the Penfolds ‘stamp’ inspired by Max Schubert.</p>",,885,validated,1
WRW4696AD,WRW4696,Beringer  Main & Vine Cabernet Sauvignon,Red Wine,Deep ruby (รูบี้เข้ม),Cabernet Sauvignon,USA,,,,,Beringer,Cabernet Sauvignon,Full,Medium,Medium,,Beef|Cured Meat|Barbecue,0.787,สัมผัสแคบอร์เนต์ที่เข้มและมีโครงสร้างจาก Beringer,,595,validated,1
WRW4702AD,WRW4702,19 Crimes  Shiraz,Red Wine,Deep red.,Syrah,Australia,,,,,19 Crimes,Syrah,Full,Medium,High,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Spicy Food,0.847,"<p>This full and round bright-red wine with crimson hues give way to a subtle sweetness on the palate. The criminally intense vanilla aromatics are balanced with ripe raspberry and plum fruits. The vanilla aromatics carry through on the palate and complement subtle flavors of raspberries, dark plums and chocolate. Red berry fruit and plush tannins provide a lingering finish perfect for any evening.</p>",,595,validated,1
WRW4703AD,WRW4703,19 Crimes  Cabernet Sauvignon,Red Wine,Deep ruby (รูบี้เข้ม),Cabernet Sauvignon,Australia,,,,,19 Crimes,Cabernet Sauvignon,Full,Medium,Medium,,Beef|Cured Meat|Barbecue,0.787,สัมผัสแคบอร์เนต์ดุดันจาก 19 Crimes,,595,validated,1
WRW4704AD,WRW4704,19 Crimes  Red Blend,Red Wine,Bright red to crimson hues.,,Australia,,,,,19 Crimes,,Medium,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Cured Meat|Barbecue,0.778,<p>Bright red to crimson hues. Intense lifted vanilla aromatics balancedwith ripe red to dark berry fruits. Full and round on the palate with a distinct sweetness giving a rich and round mouth feel. The vanilla aromatics carry through on the palate and compliment subtle flavors of chocolate and a cedary spice. The palate finishes soft and fruity with a pleasant lingering freshness.</p>,,595,validated,1
WRW4706AF,WRW4706,Chateau Mouton Rothschild  2012 (Premiers Crus),Red Wine,"A dense and opaque, almost black colour with a very attractive glint.",,France,,,,2012,Chateau Mouton Rothschild,Cabernet Sauvignon,Full,High,High,"[""fruit"",""oak"",""floral""]",Beef|Lamb|Hard Cheese,0.778,"<p><span>This is a beautifully opulent wine, great Mouton in its richness and succulent fruits. It&rsquo;s combines structure and obvious new-wood aging with hugely ripe black plum and currant flavors. While it is a pleasure to taste now, there is a great tannic structure in the background to give the sense of power and aging potential.</span></p>",,39055,validated,1
WRW4708DD,WRW4708,Angove  Long Row Shiraz,Red Wine,"This wine is deep red in colour, with some purple hues.",Syrah,Australia,,,,,Angove,Syrah,Full,Medium,High,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Spicy Food,0.847,"This wine is deep red in colour, with some purple hues. Ripe berry and plum fruit aromas with notes of spice and pepper dominate the nose. On the palate rich ripe black berries and plums precede fine soft smooth tannins and a good length of fruit. Some vanillin and toast characters provide a well-balanced finish.",,479,validated,1
WRW4710DD,WRW4710,Mount Riley  Pinot Noir,Red Wine,Mid-red with garnet and ruby hues.,Pinot Noir,New Zealand,Marlborough,,,,Mount Riley,Pinot Noir,Light,High,Low,"[""oak""]",Beef|Lamb|Soft Cheese,0.916,"Mount Riley's Estate Range (pictured right) is great quality and value. Each wine in this range is fresh with pure, vibrant fruit flavours and aromas.",,749,validated,1
WRW4728DD,WRW4728,Hopes End  Red Blend,Red Wine,"Bright, deep purple red in color","Shiraz 42%, Grenache 38%, Malbec 13%, Petit Verdot 7%",Australia,South Australia,,,Current vintage,Hopes End,"Syrah, Grenache, Malbec",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Cured Meat|Barbecue,0.916,"Bright, deep purple red in color with aromas of boysenberry and cherry jam. Forest fruit jam, vanilla with subtle oak, a hint of chocolate and a velvety, smooth finish.",750 ml,600,validated,1
