ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
8383,A,A 0-1000,ABA,ABA0663FW,1,,Keith and Kym,SH0004BS,The 4 Barmen,The 4 Barmen  Cobbler Shaker 3 Piece Set (Brushed Silver) (300 ml),,,264,390,,100.49,28%,,340,53.76,17%,13%,,,,,,No,,,,,,,,,,,,
8384,A,A 0-1000,ABA,ABA0664FW,1,,Keith and Kym,SH0005MB,The 4 Barmen,The 4 Barmen  Weighted Boston Shaker Base (Mirrored Bronze) (700 ml),,,446,650,,161.48,27%,,580,96.06,18%,11%,,,,,,No,,,,,,,,,,,,
8385,A,A 0-1000,ABA,ABA0665FW,1,,Keith and Kym,SH0006BS,The 4 Barmen,The 4 Barmen  Weighted Boston Shaker Base (Brushed Silver) (700 ml),,,335.875,490,,122.07,27%,,440,75.34,18%,10%,,,,,,No,,,,,,,,,,,,
8386,A,A 0-1000,ABA,ABA0666FW,1,,Keith and Kym,SH0007MB,The 4 Barmen,The 4 Barmen  Weighted Boston Shaker Can (Mirrored Bronze) (500 ml),,,361,530,,134.33,27%,,470,78.25,18%,11%,,,,,,No,,,,,,,,,,,,
8387,A,A 0-1000,ABA,ABA0667FW,1,,Keith and Kym,SH0008BS,The 4 Barmen,The 4 Barmen  Weighted Boston Shaker Can (Brushed Silver) (500 ml),,,263.75,390,,100.74,28%,,340,54.01,17%,13%,,,,,,No,,,,,,,,,,,,
8388,A,A 0-1000,ABA,ABA0668FW,0,,Keith and Kym,SH0009MB,The 4 Barmen,The 4 Barmen  Non-Weighted Boston Shaker Base (Mirrored Bronze) (500 ml),,,349,510,,127.64,27%,,450,71.56,17%,12%,,,,,,No,,,,,,,,,,,,
8389,A,A 0-1000,ABA,ABA0669FW,0,,Keith and Kym,SH0010BS,The 4 Barmen,The 4 Barmen  Non-Weighted Boston Shaker Base (Brushed Silver) (500 ml),,,242,350,,85.10,26%,,320,57.07,19%,9%,,,,,,No,,,,,,,,,,,,
8390,A,A 0-1000,ABA,ABA0670FW,0,,Keith and Kym,SH0011GL,The 4 Barmen,The 4 Barmen  Tempered Boston Shaker Glass (Tempered Glass) (500 ml),,,98,150,,42.19,30%,,130,23.50,19%,13%,,,,,,No,,,,,,,,,,,,
8391,A,A 0-1000,ABA,ABA0671FW,1,,Keith and Kym,,The 4 Barmen,"The 4 Barmen  Japanese Style Jigger (Mirror, Bronze) ",,,259,380,,96.14,27%,,340,58.76,18%,11%,,,,,,No,,,,,,,,,,,,
8392,A,A 0-1000,ABA,ABA0672FW,0,,Keith and Kym,JI0002BS,The 4 Barmen,The 4 Barmen  Japanese Style Jigger (Brushed Silver),,,153,230,,61.95,29%,,200,33.92,18%,13%,,,,,,No,,,,,,,,,,,,
8393,A,A 0-1000,ABA,ABA0673FW,1,,Keith and Kym,JI0003MB,The 4 Barmen,The 4 Barmen  UK Jigger to Japanese Style Jigger (Mirrored Bronze),,,247,360,,89.45,27%,,320,52.07,17%,11%,,,,,,No,,,,,,,,,,,,
8394,A,A 0-1000,ABA,ABA0674FW,1,,Keith and Kym,JI0004BS,The 4 Barmen,The 4 Barmen  UK Jigger to Japanese Style Jigger (Brushed Silver),,,149,220,,56.61,28%,,200,37.92,20%,9%,,,,,,No,,,,,,,,,,,,
8395,A,A 0-1000,ABA,ABA0675FW,1,,Keith and Kym,JI0005MB,The 4 Barmen,The 4 Barmen  Modern Slim Jigger (Mirrored Bronze),,,310,450,,110.56,26%,,400,63.83,17%,11%,,,,,,No,,,,,,,,,,,,
8396,A,A 0-1000,ABA,ABA0676FW,1,,Keith and Kym,JI0006BS,The 4 Barmen,The 4 Barmen  Modern Slim Jigger (Brushed Silver),,,246.75,360,,89.70,27%,,320,52.32,17%,11%,,,,,,No,,,,,,,,,,,,
8397,A,A 0-1000,ABA,ABA0677FW,1,,Keith and Kym,SP0001MB,The 4 Barmen,The 4 Barmen  Trident Bar Spoon with Fork (Mirrored Bronze),,,221,320,,78.07,26%,,290,50.03,18%,9%,,,,,,No,,,,,,,,,,,,
8398,A,A 0-1000,ABA,ABA0678FW,1,,Keith and Kym,SP0002BS,The 4 Barmen,The 4 Barmen  Trident Bar Spoon with Fork (Brushed Silver),,,166,240,,58.30,26%,,220,39.61,19%,8%,,,,,,No,,,,,,,,,,,,
8399,A,A 0-1000,ABA,ABA0679FW,1,,Keith and Kym,SP0003MB,The 4 Barmen,The 4 Barmen  Classic Barspoon (Mirrored Bronze),,,170,250,,63.64,27%,,220,35.61,17%,12%,,,,,,No,,,,,,,,,,,,
8400,A,A 0-1000,ABA,ABA0680FW,1,,Keith and Kym,SP0004BS,The 4 Barmen,The 4 Barmen  Classic Barspoon (Brushed Silver),,,132,200,,54.92,29%,,170,26.88,17%,15%,,,,,,No,,,,,,,,,,,,
8401,A,A 0-1000,ABA,ABA0681FW,1,,Keith and Kym,SP0005MB,The 4 Barmen,The 4 Barmen  Classic Teardrop Bar Spoon (Mirrored Bronze),,,238,350,,89.10,27%,,310,51.72,18%,11%,,,,,,No,,,,,,,,,,,,
8402,A,A 0-1000,ABA,ABA0682FW,1,,Keith and Kym,SP0006BS,The 4 Barmen,The 4 Barmen  Classic Teardrop Bar Spoon (Brushed Silver),,,183,270,,69.34,27%,,240,41.30,18%,11%,,,,,,No,,,,,,,,,,,,
8403,A,A 0-1000,ABA,ABA0683FW,1,,Keith and Kym,BL0001MB,The 4 Barmen,The 4 Barmen  Bar Blade Finish: Mirrored Bronze,,,115,170,,43.88,28%,,150,25.19,18%,12%,,,,,,No,,,,,,,,,,,,
8404,A,A 0-1000,ABA,ABA0684FW,1,,Keith and Kym,BL0002BS,The 4 Barmen,The 4 Barmen  Bar Blade (Brushed Silver),,,85,130,,36.50,30%,,110,17.80,17%,15%,,,,,,No,,,,,,,,,,,,
8405,A,A 0-1000,ABA,ABA0685FW,0,,Keith and Kym,MG0001GL,The 4 Barmen,The 4 Barmen  Cocktail Mixing Glass (580 ml),,,438,640,,160.13,27%,,570,94.71,18%,11%,,,,,,No,,,,,,,,,,,,
8406,A,A 0-1000,ABA,ABA0686FW,1,,Keith and Kym,ST0002MB,The 4 Barmen,The 4 Barmen  Classic Hawthorn Strainer (Mirrored Bronze),,,255,370,,90.79,26%,,330,53.41,17%,11%,,,,,,No,,,,,,,,,,,,
8407,A,A 0-1000,ABA,ABA0687FW,1,,Keith and Kym,ST0003BS,The 4 Barmen,The 4 Barmen  Modern Calabrese Strainer (Brushed Silver),,,238,350,,89.10,27%,,310,51.72,18%,11%,,,,,,No,,,,,,,,,,,,
8408,A,A 0-1000,ABA,ABA0688FW,1,,Keith and Kym,ST0004MB,The 4 Barmen,The 4 Barmen  Modern Calabrese Strainer (Mirrored Bronze),,,306,450,,114.56,27%,,400,67.83,18%,11%,,,,,,No,,,,,,,,,,,,
8409,A,A 0-1000,ABA,ABA0689FW,1,,Keith and Kym,ST0005BS,The 4 Barmen,The 4 Barmen  Julep Strainer (Brushed Silver),,,145,210,,51.26,26%,,190,32.57,18%,10%,,,,,,No,,,,,,,,,,,,
8410,A,A 0-1000,ABA,ABA0690FW,0,,Keith and Kym,ST0006MS,The 4 Barmen,The 4 Barmen  Fine Mesh Strainer (Mirrored Silver),,,157,230,,57.95,27%,,210,39.26,20%,9%,,,,,,No,,,,,,,,,,,,
8411,A,A 0-1000,ABA,ABA0691FW,1,,Keith and Kym,ST0007RG,The 4 Barmen,The 4 Barmen  Fine Mesh Strainer (Mirrored Rose Gold),,,213,310,,76.72,26%,,280,48.68,19%,10%,,,,,,No,,,,,,,,,,,,
8412,A,A 0-1000,ABA,ABA0692FW,1,,Keith and Kym,MD0001BS,The 4 Barmen,The 4 Barmen  Cocktail Muddler Tenderizer Head (Brushed Silver),,,136,200,,50.92,27%,,180,32.22,19%,10%,,,,,,No,,,,,,,,,,,,
8413,A,A 0-1000,ABA,ABA0693FW,1,,Keith and Kym,MD0002BS,The 4 Barmen,The 4 Barmen  Cocktail Muddler Round Head (Brushed Silver),,,174,260,,68.99,28%,,230,40.95,19%,12%,,,,,,No,,,,,,,,,,,,
8414,A,A 0-1000,ABA,ABA0694FW,1,,Keith and Kym,MD0003MB,The 4 Barmen,The 4 Barmen  Cocktail Muddler Tenderizer Head (Mirrored Bronze),,,174,260,,68.99,28%,,230,40.95,19%,12%,,,,,,No,,,,,,,,,,,,
8415,A,A 0-1000,ABA,ABA0695FW,1,,Keith and Kym,TG0001BS,The 4 Barmen,The 4 Barmen  Ice Tong (Brushed Silver),,,98,150,,42.19,30%,,130,23.50,19%,13%,,,,,,No,,,,,,,,,,,,
8416,A,A 0-1000,ABA,ABA0696FW,1,,Keith and Kym,TG0002MB,The 4 Barmen,The 4 Barmen  Ice Tong (Mirrored Bronze),,,140,210,,56.26,29%,,190,37.57,21%,10%,,,,,,No,,,,,,,,,,,,
8417,A,A 0-1000,ABA,ABA0697FW,1,,Keith and Kym,TG0003MS,The 4 Barmen,The 4 Barmen  Bar Condiment Tong (Mirrored Silver),,,111,160,,38.53,26%,,150,29.19,21%,6%,,,,,,No,,,,,,,,,,,,
8418,A,A 0-1000,ABA,ABA0698FW,1,,Keith and Kym,TG0005MB,The 4 Barmen,The 4 Barmen  Bar Condiment Tong (Rose Gold),,,140,210,,56.26,29%,,190,37.57,21%,10%,,,,,,No,,,,,,,,,,,,
8419,A,B 1000-2000,ABA,ABA0699FW,1,,Keith and Kym,IP0001SR,The 4 Barmen,The 4 Barmen  Modern 3 Prong Ice Pick (Mirrored Silver with Black Rubber Handle),,,761,1100,,267.04,26%,,980,154.89,17%,11%,,,,,,No,,,,,,,,,,,,
8420,A,A 0-1000,ABA,ABA0700FW,1,,Keith and Kym,IP0003SW,The 4 Barmen,The 4 Barmen  Classic Ice Pick (Mirrored Silver with Wooden Handle),,,455,660,,161.82,26%,,590,96.40,17%,11%,,,,,,No,,,,,,,,,,,,
8421,A,A 0-1000,ABA,ABA0701FW,1,,Keith and Kym,IP0004SW,The 4 Barmen,The 4 Barmen  Classic 3 Prong Ice Pick (Mirrored Silver with Wooden Handle),,,438,640,,160.13,27%,,570,94.71,18%,11%,,,,,,No,,,,,,,,,,,,
8422,A,A 0-1000,ABA,ABA0702FW,1,,Keith and Kym,CP0003MB,The 4 Barmen,The 4 Barmen  Metal Cocktail Pick (Rose Gold),,,26,40,,11.38,30%,,40,11.38,30%,0%,,,,,,No,,,,,,,,,,,,
8423,A,A 0-1000,ABA,ABA0703FW,1,,Keith and Kym,CP0002MS,The 4 Barmen,The 4 Barmen  Metal Cocktail Pick (Mirrored Silver),,,21,40,,16.38,44%,,30,7.04,25%,25%,,,,,,No,,,,,,,,,,,,
8424,A,A 0-1000,ABA,ABA0704FW,1,,Keith and Kym,JC0001MB,The 4 Barmen,The 4 Barmen  Julep Cup Finish: Mirrored Bronze (350 ml),,,323,470,,116.25,26%,,420,69.52,18%,11%,,,,,,No,,,,,,,,,,,,
8425,A,A 0-1000,ABA,ABA0705FW,1,,Keith and Kym,JC0002BS,The 4 Barmen,The 4 Barmen  Julep Cup (Brushed Silver) (350 ml),,,264,390,,100.49,28%,,340,53.76,17%,13%,,,,,,No,,,,,,,,,,,,
8426,A,A 0-1000,ABA,ABA0706FW,1,,Keith and Kym,MM0002MB,The 4 Barmen,The 4 Barmen  Moscow Mule Cup without Handle (Mirrored Bronze) (500 ml),,,298,430,,103.87,26%,,390,66.49,18%,9%,,,,,,No,,,,,,,,,,,,
8427,A,A 0-1000,ABA,ABA0707FW,1,,Keith and Kym,MM0003BS,The 4 Barmen,The 4 Barmen  Moscow Mule Cup without Handle (Brushed Silver) (500 ml),,,276,400,,97.83,26%,,360,60.45,18%,10%,,,,,,No,,,,,,,,,,,,
8428,A,A 0-1000,ABA,ABA0708FW,1,,Keith and Kym,MM0004BS,The 4 Barmen,The 4 Barmen  Moscow Mule Cup with Handle (Brushed Silver) (500 ml),,,315,460,,114.91,27%,,410,68.18,18%,11%,,,,,,No,,,,,,,,,,,,
8429,A,A 0-1000,ABA,ABA0709FW,1,,Keith and Kym,MM0001MB,The 4 Barmen,The 4 Barmen  Moscow Mule Cup with Handle Mirrored Bronze (500 ml),,,336,490,,121.94,27%,,440,75.21,18%,10%,,,,,,No,,,,,,,,,,,,
8430,A,A 0-1000,ABA,ABA0710FW,1,,Keith and Kym,AS0001MB,The 4 Barmen,The 4 Barmen  Absinthe Spoon (Mirrored Bronze),,,145,210,,51.26,26%,,190,32.57,18%,10%,,,,,,No,,,,,,,,,,,,
8431,A,A 0-1000,ABA,ABA0711FW,1,,Keith and Kym,AS0002BS,The 4 Barmen,The 4 Barmen  Absinthe Spoon (Brushed Silver),,,89,130,,32.50,27%,,120,23.15,21%,8%,,,,,,No,,,,,,,,,,,,
8432,A,A 0-1000,ABA,ABA0712FW,1,,Keith and Kym,SW0001MB,The 4 Barmen,The 4 Barmen  Straight Straw (Mirrored Bronze),,,72,110,,30.80,30%,,100,21.46,23%,9%,,,,,,No,,,,,,,,,,,,
8433,A,A 0-1000,ABA,ABA0713FW,1,,Keith and Kym,SW0002BS,The 4 Barmen,The 4 Barmen  Straight Straw (Brushed Silver),,,60,90,,24.11,29%,,80,14.77,20%,11%,,,,,,No,,,,,,,,,,,,
8434,A,A 0-1000,ABA,ABA0714FW,1,,Keith and Kym,SW0003MB,The 4 Barmen,The 4 Barmen  Bended Straw (Mirrored Bronze),,,72,110,,30.80,30%,,100,21.46,23%,9%,,,,,,No,,,,,,,,,,,,
8435,A,A 0-1000,ABA,ABA0715FW,1,,Keith and Kym,SW0004BS,The 4 Barmen,The 4 Barmen  Bended Straw (Brushed Silver),,,60,90,,24.11,29%,,80,14.77,20%,11%,,,,,,No,,,,,,,,,,,,
8436,A,A 0-1000,ABA,ABA0716FW,1,,Keith and Kym,SW0005SS,The 4 Barmen,The 4 Barmen  Straw Cleaner (Stainless Steel),,,55,80,,19.77,26%,,80,19.77,26%,0%,,,,,,No,,,,,,,,,,,,
8437,A,A 0-1000,ABA,ABA0717FW,1,,Keith and Kym,BB0001GL,The 4 Barmen,The 4 Barmen  Bitter Bottle with Pour Top (90 ml),,,315,460,,114.91,27%,,410,68.18,18%,11%,,,,,,No,,,,,,,,,,,,
8438,A,A 0-1000,ABA,ABA0718FW,1,,Keith and Kym,BB0002GL,The 4 Barmen,The 4 Barmen  Bitter Bottle with Pour Top Finish (50 ml),,,225,330,,83.41,27%,,290,46.03,17%,12%,,,,,,No,,,,,,,,,,,,
8439,A,A 0-1000,ABA,ABA0719FW,1,,Keith and Kym,BB0003GL,The 4 Barmen,The 4 Barmen  Bitter Bottle with Pour Top Finish (30 ml),,,213,310,,76.72,26%,,280,48.68,19%,10%,,,,,,No,,,,,,,,,,,,
8440,A,A 0-1000,ABA,ABA0720FW,1,,Keith and Kym,BC0004BP,The 4 Barmen,The 4 Barmen  6 Compartment Bar Caddie (Black Plastic),,,276,400,,97.83,26%,,360,60.45,18%,10%,,,,,,No,,,,,,,,,,,,
8441,A,A 0-1000,ABA,ABA0721FW,1,,Keith and Kym,BC0005BP,The 4 Barmen,The 4 Barmen  6 Compartment Bar Condiment Caddie Dispensor (Black Plastic),,,659,960,,238.20,27%,,850,135.39,17%,11%,,,,,,No,,,,,,,,,,,,
8442,A,B 1000-2000,ABA,ABA0722FW,1,,Keith and Kym,BC0006BP,The 4 Barmen,The 4 Barmen  3 Compartment Glass Rimmer (Black Plastic),,,782,1130,,274.07,26%,,1010,161.93,17%,11%,,,,,,No,,,,,,,,,,,,
8443,A,A 0-1000,ABA,ABA0723FW,1,,Keith and Kym,AC0002MS,The 4 Barmen,The 4 Barmen  Elbow Juicer (Mirrored Silver),,,587,850,,207.39,26%,,760,123.28,17%,11%,,,,,,No,,,,,,,,,,,,
8444,A,A 0-1000,ABA,ABA0724FW,1,,Keith and Kym,AC0003MS,The 4 Barmen,The 4 Barmen  Egg Separator (Mirrored Silver),,,383,560,,140.36,27%,,500,84.29,18%,11%,,,,,,No,,,,,,,,,,,,
8445,A,A 0-1000,ABA,ABA0725FW,1,,Keith and Kym,AC0004MS,The 4 Barmen,The 4 Barmen  Ice Scoop (Mirrored Silver),,,349,510,,127.64,27%,,450,71.56,17%,12%,,,,,,No,,,,,,,,,,,,
8446,A,A 0-1000,ABA,ABA0726FW,1,,Keith and Kym,AC0005BS,The 4 Barmen,The 4 Barmen  Funnel Set 3 PCS (Small / Medium / Large) (Brushed Silver),,,238,350,,89.10,27%,,310,51.72,18%,11%,,,,,,No,,,,,,,,,,,,
8447,A,B 1000-2000,ABA,ABA0727FW,1,,Keith and Kym,AC0006MS,The 4 Barmen,The 4 Barmen  Can Opener (Mirrored Silver),,,723,1050,,258.31,26%,,930,146.16,17%,11%,,,,,,No,,,,,,,,,,,,
8448,A,A 0-1000,ABA,ABA0728FW,1,,Keith and Kym,AC0007BS,The 4 Barmen,The 4 Barmen  Zest Peeler (Brushed Silver),,,106.125,160,,43.41,29%,,140,24.72,19%,13%,,,,,,No,,,,,,,,,,,,
8449,A,A 0-1000,ABA,ABA0729FW,1,,Keith and Kym,AC0008BS,The 4 Barmen,The 4 Barmen  Zest Grater (Brushed Silver),,,106,160,,43.53,29%,,140,24.84,19%,13%,,,,,,No,,,,,,,,,,,,
8450,A,A 0-1000,ABA,ABA0730FW,1,,Keith and Kym,AC0009RG,The 4 Barmen,The 4 Barmen  Speedy Bottle Pourer (Rose Gold),,,63.875,100,,29.58,32%,,90,20.24,24%,10%,,,,,,No,,,,,,,,,,,,
8451,A,A 0-1000,ABA,ABA0731FW,1,,Keith and Kym,AC0010MS,The 4 Barmen,The 4 Barmen  Speedy Bottle Pourer (Mirrored Silver with Black Rubber),,,59.75,90,,24.36,29%,,80,15.02,20%,11%,,,,,,No,,,,,,,,,,,,
8452,A,A 0-1000,ABA,ABA0732FW,1,,Keith and Kym,AC0011MS,The 4 Barmen,The 4 Barmen  Champagne Stopper (Mirrored Silver),,,140,210,,56.26,29%,,190,37.57,21%,10%,,,,,,No,,,,,,,,,,,,
8453,A,A 0-1000,ABA,ABA0733FW,1,,Keith and Kym,AC0012BR,The 4 Barmen,The 4 Barmen  Bar Mat (Black Rubber) (46 x 30 cm),,,434,630,,154.79,26%,,560,89.36,17%,11%,,,,,,No,,,,,,,,,,,,
8454,A,A 0-1000,ABA,ABA0734FW,1,,Keith and Kym,AC0013BR,The 4 Barmen,The 4 Barmen  Bar Mat (Black Rubber) (58 x 8 x 1 cm),,,229.75,340,,88.01,28%,,300,50.62,18%,12%,,,,,,No,,,,,,,,,,,,
8455,A,A 0-1000,ABA,ABA0735FW,1,,Keith and Kym,AC0014WP,The 4 Barmen,The 4 Barmen  Cutting Board (White Plastic) (40 x 30 cm),,,459,670,,167.17,27%,,590,92.40,17%,12%,,,,,,No,,,,,,,,,,,,
8456,A,A 0-1000,ABA,ABA0736FW,1,,Keith and Kym,AC0015GP,The 4 Barmen,The 4 Barmen  Cutting Board (Green Plastic) (40 x 30 cm),,,459,670,,167.17,27%,,590,92.40,17%,12%,,,,,,No,,,,,,,,,,,,
8457,A,A 0-1000,ABA,ABA0737FW,1,,Keith and Kym,AC0016BR,The 4 Barmen,The 4 Barmen  Silicon Ice Mold Round,,,310,450,,110.56,26%,,400,63.83,17%,11%,,,,,,No,,,,,,,,,,,,
8458,W,B 1000-2000,WRW,WRW5853CB,1,,"Boozia Distribution Co., Ltd.",,Bread & Butter,Bread & Butter  Cabernet Sauvignon,750 ml,Current vintage,802.352238,1400,1225,342.51,30%,13%,1220,337.83,30%,0%,Cabernet Around the World,4,,3,17,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,Cabernet Sauvignon  100%,Full,Medium,Medium,Beef|Lamb|Soft Cheese,,
8459,W,A 0-1000,WRW,WRW5854FX,1,,Granmonte ,,Granmonte,Granmonte  Spring Syrah Cabernet,750 ml,Current vintage,665.105,855,,133.96,17%,,800,82.56,11%,6%,,,2,1,1,Yes,No,Red Wine,Thailand,Khao Yai,Blended,"80% Syrah, 20% Cabernet Sauvignon",Full,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8460,W,A 0-1000,WRW,WRW5855FX,1,,Granmonte ,,Granmonte,Granmonte  Heritage Syrah,750 ml,Current vintage,764.02,979,,150.93,16%,,920,95.79,11%,6%,,,2,2,4,Yes,No,Red Wine,Thailand,Khao Yai,Shiraz,100% Syrah,Full,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8461,W,A 0-1000,WRW,WRW5856FX,0,,Granmonte ,,Granmonte,Granmonte  Heritage Syrah Viognier,750 ml,Current vintage,764.02,979,,150.93,16%,,920,95.79,11%,6%,,,,,,Yes,No,Red Wine,Thailand,Khao Yai,Blended,"95% Syrah, 5% Viognier (co-fermentation)",Full,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8462,W,B 1000-2000,WRW,WRW5857FX,1,,Granmonte ,,Granmonte,Granmonte  Durif,750 ml,Current vintage,834.099688,1069,,164.97,17%,,1000,100.48,11%,6%,,,1,,,Yes,No,Red Wine,Thailand,Khao Yai,Others,100% Durif,Medium,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8463,W,B 1000-2000,WRW,WRW5858FX,1,,Granmonte ,,Granmonte,Granmonte  The Orient Syrah,750 ml,2022 [**VINTAGE MAY CHANGE],1336.435937,1979,,513.10,28%,,1610,168.24,11%,19%,,,,1,1,Yes,No,Red Wine,Thailand,Khao Yai,Shiraz,100% Syrah,Full,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8464,W,C 2000-3000,WRW,WRW5859FX,1,,Granmonte ,,Granmonte,Granmonte  Asoke Cabernet Sauvignon Syrah,750 ml,2023,1816.359889,2689,,696.72,28%,,2180,221.02,11%,19%,,,,,,Yes,No,Red Wine,Thailand,Khao Yai,Blended,"60% Cabernet Sauvignon, 40% Syrah",Full,Medium,Medium,Beef|Lamb|Cured Meat|Hard Cheese,,
8465,W,A 0-1000,WWW,WWW5231FX,1,,Granmonte ,,Granmonte,Granmonte  Spring Chenin Blanc,750 ml,Current Vintage ,665.399908,855,,133.67,17%,,800,82.26,11%,6%,,,4,2,14,Yes,No,White Wine,Thailand,Khao Yai,Chenin Blanc,100% Chenin Blanc,Medium,High,Low,Chicken|Seafood|Spicy Food,,
8466,W,B 1000-2000,WWW,WWW5232FX,1,,Granmonte ,,Granmonte,Granmonte  Verdelho,750 ml,Current Vintage ,834.083665,1069,,164.98,17%,,1000,100.50,11%,6%,,,3,,,Yes,No,White Wine,Thailand,Khao Yai,Others,100% Verdelho,Medium,High,Low,Chicken|Seafood|Spicy Food,,
8467,W,B 1000-2000,WWW,WWW5233FX,1,,Granmonte ,,Granmonte,Granmonte  Viognier,750 ml,Current Vintage ,834.11,1069,,164.96,17%,,1000,100.47,11%,6%,,,1,,,Yes,No,White Wine,Thailand,Khao Yai,Viognier,100% Viognier,Medium,High,Low,Chicken|Seafood|Spicy Food,,
8468,W,B 1000-2000,WWW,WWW5234FX,1,,Granmonte ,,Granmonte,Granmonte  Gradient Verdelho,750 ml,Current Vintage ,834.0275,1069,,165.04,17%,,1000,100.55,11%,6%,,,2,,,Yes,No,White Wine,Thailand,Khao Yai,Others,100% Verdelho,Medium,High,Low,Chicken|Seafood|Spicy Food,,
8469,W,A 0-1000,WDW,WDW0059FX,1,,Granmonte ,,Granmonte,Granmonte  Bussaba Natural Sweet Wine 375 ml,375 ml,Current Vintage ,623.873077,805,,128.46,17%,,750,77.06,11%,7%,,,6,1,1,Yes,No,Dessert Wine,Thailand,Khao Yai,Blended,"Chenin Blanc, Verdelho, Sémillon, Canada Muscat",Medium,High,Low,Soft Cheese|Dessert,,
8470,W,A 0-1000,WRS,WRS0217FX,1,,Granmonte ,,Granmonte,Granmonte  Sakuna Rose,750 ml,Current Vintage ,665.414768,855,,133.65,17%,,800,82.25,11%,6%,,,2,2,3,Yes,No,Rose Wine,Thailand,Khao Yai,Blended,"85% Syrah, 15% Grenache",Medium,High,Low,Seafood|Spicy Food,,
8471,W,A 0-1000,WSP,WSP5657FX,1,,Granmonte ,,Granmonte,Granmonte  Sparkling Rose Méthode Traditionnelle Brut,750 ml,Current Vintage ,764.014176,985,,156.55,17%,,920,95.80,11%,7%,,,7,1,1,Yes,No,Sparkling Wine,Thailand,Khao Yai,Shiraz,100% Syrah,Light,Low,Low,Fish|Vegetables,,
8472,W,C 2000-3000,WSP,WSP5658FX,1,,Granmonte ,,Granmonte,Granmonte  Crémant Méthode Traditionnelle Extra Brut,750 ml,NV,1427.5975,2109,,543.43,28%,,1720,179.88,11%,18%,,,1,,,Yes,No,Sparkling Wine,Thailand,Khao Yai,Chenin Blanc,100% Chenin Blanc,,,,Fish|Vegetables,,
8473,W,B 1000-2000,WWW,WWW5235FX,1,,Granmonte ,,Granmonte,Granmonte  The Orient Viognier,750 ml,Current Vintage ,1336.421875,1979,,513.11,28%,,1610,168.25,11%,19%,,,,,,Yes,No,White Wine,Thailand,Khao Yai,Viognier,100% Viognier,Medium,High,Low,Fish|Vegetables,,
8474,L,A 0-1000,LGP,LGP0091FX,1,,Granmonte ,,Granmonte,Granmonte  Red Jungle Grappa (330 ml),330 ml,,516,775,,208.30,29%,,600,44.75,8%,23%,,,,,,Yes,,,Thailand,,,,,,,,Others,Grappa
8475,L,B 1000-2000,LGP,LGP0092FX,1,,Granmonte ,,Granmonte,Granmonte  Red Jungle Grappa (700 ml),700 ml,,820,1225,,324.86,28%,,950,67.85,8%,22%,,,,,,Yes,,,Thailand,,,,,,,,Others,Grappa
8476,L,D 3000-4000,LWH,LWH1011AA,0,CATALOG,Italasia,SGF-001H,Glenfiddich,Glenfiddich  12 Years Old with Hip Flask Gift Pack,700 ml,,2072,3399,,"1,104.64",35%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
8477,L,F 5K-10K,LWH,LWH1012AA,0,CATALOG,Italasia,SGF-002H,Glenfiddich,Glenfiddich  15 Years Old with Hip Flask Gift Pack,700 ml,,3072,5399,,"1,973.79",39%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
8478,L,F 5K-10K,LWH,LWH1013AA,0,CATALOG,Italasia,SGF-003H,Glenfiddich,Glenfiddich  18 Years Old with Hip Flask Gift Pack,700 ml,,4392,6499,,"1,681.83",28%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
8479,W,A 0-1000,WRW,WRW5860FJ,1,,Italthai,,Colina,Colina  Cabernet Sauvignon,750 ml,Current vintage,370,489,,87.01,19%,,450,50.56,12%,8%,,,2,,,Yes,No,Red Wine,Chile,Others region,Cabernet Sauvignon,Cabernet Sauvignon (100%),Medium,Medium,Medium,Beef|Lamb,,
8480,W,A 0-1000,WWW,WWW5236FJ,1,,Italthai,,Colina,Colina  Chardonnay,750 ml,Current vintage,370,489,,87.01,19%,,450,50.56,12%,8%,,,6,2,13,Yes,No,White Wine,Chile,Others region,Chardonnay,100% Chardonnay,Medium,Low,Medium,Pork|Vegetables,,
8481,A,G 10K-50K,ABA,ABA0741AB,0,CATALOG,BB&B,MKT094,Coravin,Coravin   X Keith Haring Model Six+ Artist Edition,,,17476.63,22000,,"3,084.12",15%,,,,,,,,,,,No,,,USA,,,,,,,,,
