ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
8482,L,F 5K-10K,LWH,LWH1014CN,1,,Alchemy Thailand,04-SPWHI-07001162,The Macallan,The Macallan  Classic Cut Whisky (700 ml),700 ml,,6990,8499,,952.99,12%,,7900,393.18,5%,7%,,,,1,2,Yes,No,,Scotland,,,,,,,,Whisky,
8483,W,B 1000-2000,WRW,WRW5861AD,1,,IWS,W-AULM-00775,Langmeil,Langmeil  Barossa Valley Floor Shiraz,750 ml,Current vintage,750,1185,,357.48,32%,,900,91.12,11%,24%,,,,,,Yes,No,Red Wine,Australia,Barossa Valley,Shiraz,Shiraz,Full,Medium,Medium,Beef|Lamb,,
8484,W,A 0-1000,WRW,WRW5862AD,1,,IWS,W-AULM-00875,Langmeil,Langmeil  Steadfast Shiraz Cabernet,750 ml,Current vintage,550,869,,262.15,32%,,660,66.82,11%,24%,,,,,,Yes,No,Red Wine,Australia,Barossa Valley,Shiraz,Shiraz,Full,Medium,Medium,Beef|Lamb,,
8485,W,A 0-1000,WRW,WRW5863AD,1,,IWS,W-AUTO-00675,Torbreck,Torbreck  Old Vines Grenache Mourvedre Shiraz,750 ml,CURRENT VINTAGE,680,979,889,150.84,18%,9%,890,151.78,18%,0%,,,,,,Yes,No,Red Wine,Australia,Barossa Valley,Blended,,Full,Medium,Medium,Beef|Lamb,,
8486,W,A 0-1000,WRW,WRW5864AD,1,,IWS,W-CLCT-02375,Concha Y Toro,Concha Y Toro  Marques de Casa Concha Merlot,750 ml,Current vintage,690,899,848,102.52,13%,6%,830,85.70,11%,2%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,Chile,Rapel Valley,Merlot,Cabernet Sauvignon,Full,Medium,Medium,Beef|Lamb,,
8487,W,A 0-1000,WRW,WRW5865AD,1,,IWS,W-FRCW-00275,Baron de Lestac,Baron de Lestac Bordeaux Rouge,750 ml,Current vintage,420,599,,139.81,25%,,510,56.64,12%,15%,,,,2,2,Yes,No,Red Wine,France,Bordeaux,Blended,"Merlot, Cabernet Sauvignon and Cabernet Franc",Medium,Medium,Medium,Beef|Lamb,,
8488,W,A 0-1000,WWW,WWW5237AD,1,,IWS,W-FRCW-00175,Baron de Lestac,Baron de Lestac Bordeaux Blanc,750 ml,Current vintage,420,599,,139.81,25%,,510,56.64,12%,15%,,,,,,Yes,No,White Wine,France,Bordeaux,Sauvignon Blanc,Sauvignon Blanc,Light,High,Low,Fish|Seafood,,
8489,W,A 0-1000,WRW,WRW5866AD,1,,IWS,W-ITZN-04375,Zonin,"Zonin  ""Classico"" Primitivo di Puglia",750 ml,Current vintage,480,699,,173.27,27%,,580,62.06,11%,17%,,,,2,6,Yes,No,Red Wine,Italy,Puglia,Primitivo / Zinfandel,,Medium,Medium,Medium,Beef|Lamb|Hard Cheese|Pasta,,
8490,W,B 1000-2000,WRW,WRW5867AD,1,,IWS,W-ITAS-01875,Castello Banfi,Castello Banfi  Cum' Laude IGT Toscana,750 ml,Current vintage,980,1409,1239,177.94,15%,12%,1230,169.53,15%,1%,,,,,,Yes,No,Red Wine,Italy,Tuscany,Blended,"Cabernet Sauvignon, Merlot, Sangiovese, Syrah",Medium,Medium,High,Beef|Lamb|Hard Cheese|Pasta,,
8491,W,A 0-1000,WSP,WSP5659BS,1,,Texica,,Bottega,Bottega  Prosecco Rose DOC Brut,750 ml,N/V,720,1000,,214.58,23%,,870,93.08,11%,13%,,,,,,No,No,Sparkling Wine,Italy,Veneto | Prosecco,Blended,Glera and Pinot Noir.,Light,High,Low,Fish|Seafood|Vegetables,,
8492,W,F 5K-10K,WRW,WRW5868AU,0,,Smiling Dark House,,Château Clerc Milon,Chateau Clerc Milon  2019,750 ml,2019 [**VINTAGE MAY CHANGE],4650,6500,5475,466.82,9%,16%,5470,462.15,9%,0%,,,,,,Yes,No,Red Wine,France,Bordeaux | Pauillac,Blended,"72% Cabernet Sauvignon, 22% Merlot, 4% Cabernet Franc, 2% Petit Verdot",Full,High,High,Beef|Lamb|Hard Cheese,,
8493,W,B 1000-2000,WRW,WRW5869AD,1,,IWS,W-SPPT-00475,Bodegas Protos,Bodegas Protos  27 Ribera del Duero,750 ml,2021 [**VINTAGE MAY CHANGE],1100,1549,,347.66,24%,,1320,133.64,11%,15%,,,,,,Yes,No,Red Wine,Spain,Ribera del Duero,Others,Tinta del Pais,Full,High,High,Beef|Lamb|Cured Meat|Hard Cheese,,
8494,W,A 0-1000,WRW,WRW5870DD,1,,Noble Marketing,,Angove,Angove  Chalk Hill Blue Shiraz Cabernet,750 ml,Current vintage,365,500,,102.29,22%,,440,46.21,11%,12%,,,,,,No,No,Red Wine,Australia,South Australia,Blended,Shiraz and Cabernet Sauvignon,Full,Medium,Medium,Beef|Lamb,,
8495,W,A 0-1000,WWW,WWW5238DD,1,,Noble Marketing,,Angove,Angove  Chalk Hill Blue Semillon Sauvignon Blanc,750 ml,Current vintage,364.671875,500,,102.62,22%,,440,46.54,11%,12%,,,,,,No,No,White Wine,Australia,South Australia,Blended,Sauvignon Blanc and Semillon,Light,High,Low,Chicken|Fish,,
8496,W,A 0-1000,WRW,WRW5871DD,1,,Noble Marketing,,Angove,Angove  Anchorage Cabernet Merlot,750 ml,Current vintage,356.075,500,,111.21,24%,,430,45.79,11%,14%,,,,,,No,No,Red Wine,Australia,South Australia,Blended,Cabernet Sauvignon and Merlot,Medium,Medium,Medium,Beef|Lamb,,
8497,W,A 0-1000,WWW,WWW5239DD,1,,Noble Marketing,,Angove,Angove  Anchorage Semillon  Sauvignon Blanc,750 ml,Current vintage,356,500,,111.29,24%,,430,45.87,11%,14%,,,,,,No,No,White Wine,Australia,South Australia,Blended,Sauvignon Blanc and Semillon,Light,High,Low,Chicken|Fish,,
8498,W,A 0-1000,WSP,WSP5660DD,1,,Noble Marketing,,Angove,Angove  Organic Cuvee Brut,750 ml,NV,466.69375,700,559,55.74,11%,20%,550,47.32,9%,2%,,,,,,Yes,No,Sparkling Wine,Australia,South Australia,Chardonnay,100% Chardonnay,Medium,High,Low,Fish,,
8499,W,B 1000-2000,WRW,WRW5872DD,1,,Noble Marketing,,Antigal,Antigal  Aduentus Malbec,750 ml,Current vintage,1034.05,1400,,274.36,21%,,1240,124.83,11%,11%,,,5,,,No,No,Red Wine,Argentina,Mendoza,Malbec,Malbec,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8500,W,B 1000-2000,WRW,WRW5873DD,1,,Noble Marketing,,Aromo,Aromo  Barrel Selection The Blend,750 ml,Current vintage,879,1200,,242.50,22%,,1060,111.65,11%,12%,,,,,,No,No,Red Wine,Chile,Maule Valley,Blended,"Cabernet Sauvignon, Petit Verdot, Carménère",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8501,W,A 0-1000,WRW,WRW5874DD,1,,Noble Marketing,,Aromo,Aromo  Winemaker's Selection Cabernet Sauvignon - Syrah,750 ml,Current vintage,552,800,649,54.54,9%,19%,640,46.13,8%,1%,,,,,,Yes,No,Red Wine,Chile,Maule Valley,Blended,Cabernet Sauvignon and Syrah,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8502,W,A 0-1000,WRW,WRW5875DD,1,,Noble Marketing,,Aromo,Aromo  Winemaker's Selection Pinot Noir,750 ml,Current vintage,551.69375,800,649,54.85,9%,19%,640,46.44,8%,1%,,,,,,Yes,No,Red Wine,Chile,Maule Valley,Pinot Noir,Pinot Noir,Medium,Medium,Low,Beef|Lamb|Cured Meat,,
8503,W,A 0-1000,WRW,WRW5876DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Cabernet Sauvignon,750 ml,Current vintage,449.825,600,,110.92,20%,,540,54.85,11%,10%,,,,,,No,No,Red Wine,Chile,Maule Valley,Cabernet Sauvignon,Cabernet Sauvignon 100%,Medium,Medium,Medium,Beef|Lamb|Cured Meat,,
8504,W,A 0-1000,WRW,WRW5877DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Malbec,750 ml,Current vintage,449.825,600,,110.92,20%,,540,54.85,11%,10%,,,,,,No,No,Red Wine,Chile,Maule Valley,Malbec,Malbec,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8505,W,A 0-1000,WRW,WRW5878DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Carmenere,750 ml,Current vintage,449.825,600,,110.92,20%,,540,54.85,11%,10%,,,,,,No,No,Red Wine,Chile,Maule Valley,Carmenere,Carmenere,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8506,W,A 0-1000,WRW,WRW5879DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Syrah,750 ml,Current vintage,449.671875,600,,111.08,20%,,540,55.00,11%,10%,,,,,,No,No,Red Wine,Chile,Maule Valley,Shiraz,Syrah,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8507,W,A 0-1000,WRW,WRW5880DD,1,,Noble Marketing,,Aromo,Aromo  Cabernet Sauvignon,750 ml,Current vintage,381.825,500,,85.46,18%,,460,48.08,11%,8%,,,,,,No,No,Red Wine,Chile,Maule Valley,Cabernet Sauvignon,Cabernet Sauvignon 100%,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8508,W,A 0-1000,WRW,WRW5881DD,1,,Noble Marketing,,Aromo,Aromo  Carmenere,750 ml,Current vintage,381.825,500,,85.46,18%,,460,48.08,11%,8%,,,,,,No,No,Red Wine,Chile,Maule Valley,Carmenere,Carmenere,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8509,W,A 0-1000,WRW,WRW5882DD,1,,Noble Marketing,,Aromo,Aromo  Reservado Cabernet Sauvignon,750 ml,Current vintage,347.651367,500,419,43.94,11%,16%,410,35.53,9%,2%,,,,2,14,Yes,No,Red Wine,Chile,Maule Valley,Cabernet Sauvignon,Cabernet Sauvignon 100%,Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8510,W,A 0-1000,WRW,WRW5883DD,1,,Noble Marketing,,Aromo,Aromo  Reservado Carmenere,750 ml,Current vintage,347.651025,500,419,43.94,11%,16%,410,35.53,9%,2%,,,,1,1,Yes,No,Red Wine,Chile,Maule Valley,Carmenere,Carmenere,Full,Medium,Low,Beef|Lamb|Cured Meat,,
8511,W,A 0-1000,WWW,WWW5240DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Sauvignon Blanc,750 ml,Current vintage,450,600,,110.75,20%,,540,54.67,11%,10%,,,,,,No,No,White Wine,Chile,Maule Valley,Sauvignon Blanc,Sauvignon Blanc,Medium,High,Low,Fish|Vegetables,,
8512,W,A 0-1000,WWW,WWW5241DD,1,,Noble Marketing,,Aromo,Aromo  Reserva Privada Chardonnay,750 ml,Current vintage,449.69375,600,,111.05,20%,,540,54.98,11%,10%,,,,1,12,No,No,White Wine,Chile,Maule Valley,Chardonnay,Chardonnay,Medium,Low,Low,Fish|Vegetables,,
8513,W,A 0-1000,WWW,WWW5242DD,1,,Noble Marketing,,Aromo,Aromo  Chardonnay,750 ml,Current vintage,381.825,500,,85.46,18%,,460,48.08,11%,8%,,,,,,No,No,White Wine,Chile,Maule Valley,Chardonnay,Chardonnay,Medium,Low,Low,Fish|Vegetables,,
8514,W,A 0-1000,WRS,WRS0218DD,1,,Noble Marketing,,Aromo,Aromo  Rose Syrah,750 ml,Current vintage,382,500,,85.29,18%,,460,47.91,11%,8%,,,,1,3,No,No,Rose Wine,Chile,Maule Valley,Shiraz,Syrah,Medium,Medium,Medium,Fish|Vegetables,,
8515,W,A 0-1000,WSP,WSP5661DD,1,,Noble Marketing,,Aromo,Aromo Chardonnay Brut,750 ml,Current vintage,475.149414,700,559,47.28,9%,20%,550,38.87,8%,2%,,,,1,4,Yes,No,Sparkling Wine,Chile,Maule Valley,Chardonnay,Chardonnay,Light,High,Medium,Fish,,
8516,W,A 0-1000,WRW,WRW5884DD,1,,Noble Marketing,,Chateau Meillier,Chateau Meillier  Cuvee Prestige Bordeaux Superieur,750 ml,Current vintage,458,600,,102.75,18%,,550,56.02,11%,8%,,,,,,No,No,Red Wine,France,Bordeaux,Blended,"85% Merlot, 14% Cabernet Sauvignon, plus a few dollops of Malbec and Petit Verdot.",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8517,W,A 0-1000,WRW,WRW5885DD,1,,Noble Marketing,,Chateau Lauzanet,Chateau Lauzanet   Bordeaux Rouge,750 ml,Current vintage,424.1125,600,,136.64,24%,,510,52.52,11%,15%,,,,,,No,No,Red Wine,France,Bordeaux,Blended,"60% Merlot, 30% Cabernet Sauvignon,10% Cabernet Franc.",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
8518,W,C 2000-3000,WRW,WRW5886DD,1,,Noble Marketing,,Chateau Gloria,Chateau Gloria  Esprit de Gloria Saint-Julien,750 ml,Current vintage,1759,2300,,390.53,18%,,2110,212.96,11%,8%,,,,,,No,No,Red Wine,France,Bordeaux | Saint-Julien,Blended,"40% Merlot, 30% Cabernet Sauvignon, 30% Cabernet Franc.",Full,Medium,Medium,Beef|Lamb,,
8519,W,A 0-1000,WRW,WRW5887DD,1,,Noble Marketing,,Les Vignerons du Sommierois,Les Vignerons du Sommierois  Les Arcades Languedoc,750 ml,Current vintage,636.69375,900,,204.43,24%,,770,82.93,12%,14%,,,,2,2,No,No,Red Wine,France,Languedoc,Blended,70% Grenache 30% Syrah.,Full,High,High,Beef|Lamb|Cured Meat,,
8520,W,C 2000-3000,WWW,WWW5243DD,0,,Noble Marketing,,Domaine de la Motte,Domaine de la Motte  Chablis Premier Cru 'Vau Ligneau',750 ml,Current vintage,1759,2300,,390.53,18%,,2110,212.96,11%,8%,,,,,,No,No,White Wine,France,Burgundy|Burgundy | Chablis,Chardonnay,Chardonnay,Medium,High,Low,Fish,,
8521,W,B 1000-2000,WWW,WWW5244DD,0,,Noble Marketing,,Domaine de la Motte,Domaine de la Motte  Chablis Premier Cru 'Beauroy',750 ml,Current vintage,1439,1900,,336.70,19%,,1730,177.82,11%,9%,,,,,,No,No,White Wine,France,Burgundy|Burgundy | Chablis,Chardonnay,Chardonnay,Medium,High,Low,Fish,,
8522,W,B 1000-2000,WWW,WWW5245DD,0,,Noble Marketing,,Domaine de la Motte,Domaine de la Motte  Chablis Vieilles Vignes,750 ml,Current vintage,999,1400,,309.41,24%,,1200,122.50,11%,14%,,,,,,No,No,White Wine,France,Burgundy|Burgundy | Chablis,Chardonnay,Chardonnay,Full,High,Low,Fish,,
8523,W,B 1000-2000,WWW,WWW5246DD,1,,Noble Marketing,,Domaine de la Motte,Domaine de la Motte  Chablis,750 ml,Current vintage,1079.2,1500,,322.67,23%,,1300,135.75,11%,13%,,,,1,12,No,No,White Wine,France,Burgundy|Burgundy | Chablis,Chardonnay,Chardonnay,Full,Low,Low,Fish,,
8524,W,A 0-1000,WSP,WSP5662DD,1,,Noble Marketing,23094-101500,Notte Rossa,Notte Rossa  Vino Spumante Extra Dry,750 ml,Current Vintage,521.05,700,,133.16,20%,,630,67.74,12%,10%,,,3,,,No,No,Sparkling Wine,Italy,Puglia,Blended,White grapes typical of Salento,Light,Medium,Medium,Fish,,
8525,W,A 0-1000,WSP,WSP5663DD,1,,Noble Marketing,23094-111500,Notte Rossa,Notte Rossa  Vino Spumante Extra Dry Rose,750 ml,Current Vintage,521.05,700,,133.16,20%,,630,67.74,12%,10%,,,2,,,No,No,Sparkling Wine,Italy,Puglia,Blended,Red grapes typical of Salento,Full,Medium,Medium,Fish,,
8526,L,A 0-1000,LGN,LGN0299AD,1,,IWS,G-UKMC-E01700000,Broker's,Broker's  London Dry Pink Gin (750 ml),750 ml,,735,899,878,85.56,10%,2%,850,59.39,7%,3%,Hot Weather Cocktails,,,,,Yes,No,,UK,,,,,,,,Gin,
8527,L,B 1000-2000,LWH,LWH1015BU,0,CATALOG,Brown-Forman,N/A,Jack Daniel's,Jack Daniel's  Old No.7 Guitar Case Gift Pack,700 ml,,1823.99,1999,,44.23,2%,,,,,,,,,,,Yes,No,,USA,,,,,,,,Whisky,
8528,N,A 0-1000,NNA,NNA0199AE,0,CATALOG,Brandconnect,,Giffard,Giffard  Bitter Concentrate Non Alcoholic (1 L),1000 ml (1 L),,415,545,,94.35,19%,,,,,,,,,,,Yes,,,France,,,,,,,,Others,Syrup
8529,L,B 1000-2000,LTQ,LTQ0200AD,1,,IWS,L-USMC-A03750000,Tarantula,Tarantula Azul  Tequila (750 ml),700 ml,,846,1059,1018,105.40,11%,4%,980,69.89,8%,4%,Margarita & Tequila,,,,,Yes,No,,UK,,,,,,,,Tequila,
8530,L,A 0-1000,LTQ,LTQ0201AD,1,,IWS,T-MXMC-A01750000,Tarantula,Pancho Villa  Gold Tequila (750 ml),700 ml,,575,729,,106.31,16%,,670,51.17,8%,8%,,,,,,Yes,No,,UK,,,,,,,,Tequila,
8531,L,A 0-1000,LTQ,LTQ0202AD,1,,IWS,T-MXMC-A02750000,Tarantula,Pancho Villa  Silver Tequila (750 ml),700 ml,,549.82,729,698,102.52,16%,4%,630,38.97,7%,10%,Margarita & Tequila,,,1,6,Yes,No,,UK,,,,,,,,Tequila,
8532,L,D 3000-4000,LGN,LGN0300BU,1,,Pernod Ricard,,Ki No Bi,Ki No Bi  Sei Kyoto Gin (700 ml),700 ml,,2720,3009,,92.15,3%,,3000,83.74,3%,0%,,,,,,Yes,No,,Japan,,,,,,,,Gin,
8533,W,G 10K-50K,WRW,WRW5888AA,1,,Italasia,WPF-021R,Penfolds,Penfolds  Bin 149 Cabernet Sauvignon,750 ml,2020 [**VINTAGE MAY CHANGE],5600,10550,8439,"2,286.92",29%,20%,8560,"2,400.00",30%,-1%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,100% cabernet sauvignon,Full,Medium,Medium,Beef|Lamb,,
8534,W,G 10K-50K,WRW,WRW5889AA,0,CATALOG,Italasia,WPF-020R,Penfolds,Penfolds  Quantum Bin 98 Cabernet Sauvignon,750 ml,2018 [**VINTAGE MAY CHANGE],18824,34320,,"13,250.77",41%,,,,,,,,,,,No,No,Red Wine,USA,California,Cabernet Sauvignon,100% cabernet sauvignon,Full,Medium,Medium,Beef|Lamb,,
8535,W,A 0-1000,WRW,WRW5890AA,1,,Italasia,WTF-005R,Frescobaldi,Frescobaldi  Terre More Maremma Cabernet DOC (Cabernet Sauvignon),750 ml,Current Vintage,517.5,985,,403.06,44%,,740,174.09,25%,25%,,,,,,Yes,No,Red Wine,Italy,Tuscany,Blended,"Cabernet Sauvignon and Cabernet Franc grapes, with small quantities of Merlot and Syrah",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
8536,W,B 1000-2000,WRS,WRS0219AA,1,,Italasia,WTF-002RS,Frescobaldi,"Frescobaldi  Alie Rose Ammiraglia Tuscany IGT (Syrah, Vermentino) ",750 ml,Current vintage,504,1025,,453.94,47%,,770,215.63,30%,25%,,,,,,Yes,No,Rose Wine,Italy,Tuscany,Blended,"Syrah, Vermentino",Light,High,Low,Fish|Seafood,,
8537,A,G 10K-50K,ABA,ABA0742AB,0,,BB&B,MKT095,Coravin,Coravin   Model Timeless Six+ Lotus CNY Bundle,,,20495,27420,25799,"3,616.21",15%,6%,25220,"3,075.09",13%,2%,,,,,,Yes,,,USA,,,,,,,,,
8538,A,F 5K-10K,ABA,ABA0743AB,0,,BB&B,MKT096,Coravin,Coravin   Pivot Teal,,,4766,6640,5999,840.54,15%,10%,5990,832.13,15%,0%,,,,,,Yes,,,USA,,,,,,,,,
8539,A,F 5K-10K,ABA,ABA0744AB,0,,BB&B,MKT097,Coravin,Coravin   Pivot Coral,,,4766,6640,5999,840.54,15%,10%,5990,832.13,15%,0%,,,,,,Yes,,,USA,,,,,,,,,
8540,A,F 5K-10K,ABA,ABA0745AB,0,,BB&B,MKT074,Coravin,Coravin   Pivot Black,,,4687,6520,5899,826.08,15%,10%,5890,817.67,15%,0%,,,,,,Yes,,,USA,,,,,,,,,
8541,A,G 10K-50K,ABA,ABA0746AB,0,CATALOG,BB&B,MKT093,Coravin,Coravin   Timeless Six + SE Deep Emerald,,,15808.42,19900,,"2,789.71",15%,,,,,,,,,,,No,,,USA,,,,,,,,,
8542,A,G 10K-50K,ABA,ABA0747AB,1,,BB&B,MKT091,Coravin,Coravin   Model 11 Wine Collector Pack,,,25421,32650,31999,"4,484.61",15%,2%,30470,"3,055.64",11%,5%,,,,,,Yes,,,USA,,,,,,,,,
8543,L,C 2000-3000,LBD,LBD0194AA,0,,Italasia,SCP-002,Capel Pisco,Capel Pisco  Reservado Moai (1 L),1000 ml (1 L),,1550.5,2199,,504.64,25%,,1900,225.20,13%,14%,,,,1,2,Yes,No,,Chile,,,,,,,,Brandy,
8544,L,C 2000-3000,LWH,LWH1016CN,1,,Alchemy Thailand,Scotch Whisky,Highland Park,Highland Park  10 Years Old (700 ml),700 ml,,2302,2799,,313.89,12%,,2650,174.64,7%,5%,,,,1,2,Yes,No,,Scotland,,,,,,,,Whisky,
8545,L,A 0-1000,LGN,LGN0301CN,0,,Alchemy Thailand,,Henkes,Henkes  Gin (700 ml),700 ml,,697.045,829,808,58.10,8%,3%,790,41.27,6%,2%,Hot Weather Cocktails,,,2,4,Yes,No,,Netherland,,,,,,,,Gin,
8546,L,C 2000-3000,LGN,LGN0302CN,1,,Alchemy Thailand,,Four Pillars,Four Pillars  Fresh Yuzu Gin (700 ml),700 ml,,1808,2199,2148,199.48,10%,2%,2080,135.93,7%,3%,Hot Weather Cocktails,,,1,4,Yes,No,,Australia,,,,,,,,Gin,
8547,L,A 0-1000,LRM,LRM0219BU,1,,Somphop Liquor,,Issan Rum,Samui by Issan (SBI) Rum  (700 ml),700 ml,,650.47,789,,86.91,12%,,750,50.46,7%,5%,,,,,,Yes,No,,Thailand,,,,,,,,Rum,
8548,W,D 3000-4000,WSP,WSP5665AA,0,,Italasia,WPFD-001CH,Penfolds,Penfolds  Champagne Rose Thienot x Penfolds,750 ml,NV,1875,3565,,"1,456.78",44%,,2680,629.67,25%,25%,,,,,,Yes,No,Champagne,France,Champagne,Blended,"30% Chardonnay, 20% Pinot Noir, 50% Pinot Meunier",Medium,Medium,Medium,Pork|Fish|Vegetables,,
8549,L,B 1000-2000,LGN,LGN0303CN,1,,BBC,,Bareksten,Bareksten  Botanical Gin (700 ml),700 ml,,1343,1699,1618,169.15,11%,5%,,,,,Hot Weather Cocktails,,,,,Yes,No,,Norway,,,,,,,,Gin,
8550,L,B 1000-2000,LLQ,LLQ0447CN,0,CATALOG,Alchemy Thailand,,X-Rated,X-RATED  Fusion Liqueur (1 L),1000 ml (1 L),,1117,1359,,153.09,12%,,,,,,,,,,,Yes,No,,France,,,,,,,,Liqueur,
8551,W,A 0-1000,WSP,WSP5666AA,0,,Italasia,WLT-001SP,V8+,V8+  Prosecco Brut Berto DOC,750 ml,Current vintage,398,755,,307.61,44%,,570,134.71,25%,25%,,,,,,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Others,100% Glera,Light,Medium,Medium,Fish|Vegetables,,
8552,W,A 0-1000,WSP,WSP5667AA,1,,Italasia,WLT-002SP,V8+,V8+  Prosecco Brut Millesimato DOC,750 ml,Current vintage,371,755,,334.61,47%,,570,161.71,30%,25%,,,,,,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Others,100% Glera,Light,Medium,Medium,Fish|Vegetables,,
8553,W,B 1000-2000,WSP,WSP5668AA,1,,Italasia,WLT-003SP,V8+,V8+  Prosecco Brut Millesimato DOC (1.5 L),1500 ml (1.5 L),Current vintage,975,1855,,758.64,44%,,1390,324.07,25%,25%,,,,,,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Others,100% Glera,Light,Medium,Medium,Fish|Vegetables,,
8554,W,A 0-1000,WSP,WSP5669AA,1,,Italasia,WLT-001RS,V8+,V8+  Prosecco Brut Rose Lele DOC,750 ml,Current vintage,371,755,,334.61,47%,,570,161.71,30%,25%,,,,,,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Blended,"GLERA , Pinot nero",Light,Medium,Medium,Fish|Vegetables,,
8556,L,C 2000-3000,LGN,LGN0305EQ,1,,United Beverage,,Harahorn,Harahorn  Cask Aged Gin (500 ml),500 ml,,2100,2750,2578,309.35,13%,6%,2420,161.68,7%,6%,Party Starter,,,,,Yes,No,,Norway,,,,,,,,Gin,
8557,L,C 2000-3000,LGN,LGN0306EQ,1,,United Beverage,,Harahorn,Harahorn  Pink Gin (500 ml),500 ml,,1969.075,2750,,601.02,23%,,2420,292.61,13%,12%,,,,1,1,No,No,,Norway,,,,,,,,Gin,
8558,L,C 2000-3000,LGN,LGN0304EQ,1,,United Beverage,,L'Acrobate,L'Acrobate  Organic Gin De France (700 ml),700 ml,,1941.311875,2800,2548,440.00,18%,9%,2480,376.45,16%,3%,Party Starter,,,1,2,Yes,No,,France,,,,,,,,Gin,
8559,L,C 2000-3000,LRM,LRM0220CN,0,,BBC,,Dictador,Dictador  12 Year  Colombian Rum (700 ml),700 ml,,1978,2499,,357.51,15%,,,,,,,,,,,Yes,No,,Colombia,,,,,,,,Rum,
8560,A,C 2000-3000,ABA,ABA0748AB,1,,BB&B,MKT077,Coravin,Coravin  Pivot Stoppers  6 Pieces / Pack,,,1430,2070,1799,251.31,15%,13%,1790,242.90,15%,1%,,,,,,Yes,,,Austria,,,,,,,,,
8561,L,D 3000-4000,LWH,LWH1017EQ,0,CATALOG,United Beverage,,Lambay,Lambay  Single Malt Batch #1 Irish whiskey (700 ml),700 ml,,2707.5,3745,,792.50,23%,,,,,,,,,,,Yes,No,,Ireland,,,,,,,,Whisky,
8562,L,C 2000-3000,LWH,LWH1018EQ,1,,United Beverage,,Tomintoul,Tomintoul  Merlot Cask Finish (700 ml),700 ml,,1900,2600,,529.91,22%,,2190,146.73,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8563,L,C 2000-3000,LWH,LWH1019EQ,1,,United Beverage,,Tomintoul,Tomintoul  Pinot Noir Cask Finish (700 ml),700 ml,,1900,2600,,529.91,22%,,2190,146.73,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8564,L,C 2000-3000,LWH,LWH1020EQ,1,,United Beverage,,Tomintoul,Tomintoul  Cognac Cask Finish (700 ml),700 ml,,1895.25,2600,,534.66,22%,,2190,151.48,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8565,L,C 2000-3000,LWH,LWH1021EQ,1,,United Beverage,,Tomintoul,Tomintoul  Pedro Ximenez Sherry Cask Finish (700 ml),700 ml,,1895.25,2600,,534.66,22%,,2190,151.48,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8566,L,C 2000-3000,LWH,LWH1022EQ,1,,United Beverage,,Tomintoul,Tomintoul  Tawny Port Cask Finish (700 ml),700 ml,,1944.86,2600,,485.05,20%,,2190,101.87,5%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8567,L,C 2000-3000,LWH,LWH1023EQ,1,,United Beverage,,Tomintoul,Tomintoul  White Port Cask Finish (700 ml),700 ml,,1900,2600,,529.91,22%,,2190,146.73,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
8568,L,C 2000-3000,LWH,LWH1024EQ,1,,United Beverage,,Tomintoul,Tomintoul  Caribbean Rum Cask Finish (700 ml),700 ml,,1900,2600,,529.91,22%,,2190,146.73,7%,16%,,,,,,No,No,,Scotland,,,,,,,,Whisky,
